Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2-16-1|Ga-14pc-Gy 1.5,n/a|1|-8|gamma-rays Co-60|1.5|grays|External exposure|14 days post conception|10 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-2|Ga-15pc-Gy 1.5,n/a|1|-7|gamma-rays Co-60|1.5|grays|External exposure|15 days post conception|34 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-3|Ga-16pc-Gy 1.5,n/a|1|-6|gamma-rays Co-60|1.5|grays|External exposure|16 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-4|Ga-17pc-Gy 1.5,n/a|1|-5|gamma-rays Co-60|1.5|grays|External exposure|17 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-5|Ga-18pc-Gy 1.5,n/a|1|-4|gamma-rays Co-60|1.5|grays|External exposure|18 days post conception|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-6|Ga-19pc-Gy 1.5,n/a|1|-3|gamma-rays Co-60|1.5|grays|External exposure|19 days post conception, 0.1Gy/min|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-7|Ga-20pc-Gy 1.5,n/a|1|-2|gamma-rays Co-60|1.5|grays|External exposure|20 days post conception|16 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-8|Ga-21pc-Gy 1.5,n/a|1|-1|gamma-rays Co-60|1.5|grays|External exposure|21 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-9|Ga-0pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-10|Ga-1pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-11|Ga-2pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-12|Ga-3pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-13|Ga-4pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-14|Ga-4pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|4 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-15|Ga-5pc-Gy 1.5,n/a|1|0|gamma-rays Co-60|1.5|grays|External exposure|0 days after birth|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-16|Gp-Gy 0,n/a|1|n/a|gamma-rays Co-60|0|grays|External exposure|n/a|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Prenatal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-17|Gp0.03-Gy 0.6,n/a|1|n/a|gamma-rays Co-60|0.6|grays|External exposure|0.03 Gy/d during entire intrauterine life|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Prenatal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-18|Gp0.1-Gy 2,n/a|1|n/a|gamma-rays Co-60|2|grays|External exposure|0.1 Gy/d  during entire intrauterine life|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Prenatal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-19|Gp0.25-Gy 5,n/a|1|n/a|gamma-rays Co-60|5|grays|External exposure|0.25 Gy/d during entire intrauterine life|10 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Prenatal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-20|Gp0.375-Gy 7.5,n/a|1|n/a|gamma-rays Co-60|7.5|grays|External exposure|0.375 Gy/d during entire intrauterine life|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Prenatal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-21|GDr-15pc-Gy 0,n/a|1|-6|none (controls)|0|grays|External exposure|n/a|29 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
