Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1004-1-1|0.06 uCi/kg Initial Body Burden,2.22 kBq/kg|1|n/a|Pu-239 dioxide|2.22|kilobecquerels per kilogram animal|Inhalation|Single, nose only, exposure to aerosol|11 (0 in ERA)|Dog|Dog, Beagle|Both|Old Adult|Survival, lung morphology, neoplastic changes.|No information on individuals available for this study
1004-1-2|0.13 uCi/kg Initial Body Burden,4.81 kBq/kg|1|n/a|Pu-239 dioxide|4.81|kilobecquerels per kilogram animal|Inhalation|Single, nose only, exposure to aerosol|13 (0 in ERA)|Dog|Dog, Beagle|Both|Old Adult|Survival, lung morphology, neoplastic changes.|No information on individuals available for this study
1004-1-3|0.20 uCi/kg Initial Body Burden,7.4  kBq/kg|1|n/a|Pu-239 dioxide|7.4|kilobecquerels per kilogram animal|Inhalation|Single, nose only, exposure to aerosol|6 (0 in ERA)|Dog|Dog, Beagle|Both|Old Adult|Survival, lung morphology, neoplastic changes.|No information on individuals available for this study
1004-1-4|0.31 uCi/kg Initial Body Burden,11.47  kBq/kg|1|n/a|Pu-239 dioxide|11.47|kilobecquerels per kilogram animal|Inhalation|Single, nose only, exposure to aerosol|5 (0 in ERA)|Dog|Dog, Beagle|Both|Old Adult|Survival, lung morphology, neoplastic changes.|No information on individuals available for this study
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-191|99|903|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-192|99|996|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-193|99|4234|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-194|99|701|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-195|99|668|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-197|99|624|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-199|99|797|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-200|99|1118|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-212|99|2759|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-213|99|2173|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-215|99|2464|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-216|99|2974|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-218|99|3762|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-221|99|3951|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-224|99|3953|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-228|99|3826|n/a|n/a|n/a|
1004-1-99|Ancillary,?|n/a|n/a|n/a||n/a|n/a|n/a|64 (64 in ERA)|Dog|Dog, Beagle|Both|Old Adult|none|1004-1-99-275|99|1504|n/a|n/a|n/a|
