Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2-18-1|n/a,n/a|1|14|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-2|n/a,n/a|1|14|gamma-rays Co-60|0.1|grays|External exposure|0.19 Gy/min, single exposure|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-3|n/a,n/a|1|14|gamma-rays Co-60|0.25|grays|External exposure|0.19 Gy/min, single exposure|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-4|n/a,n/a|1|14|gamma-rays Co-60|0.5|grays|External exposure|0.19 Gy/min, single exposure|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-5|n/a,n/a|1|14|gamma-rays Co-60|1|grays|External exposure|0.19 Gy/min, single exposure|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-6|n/a,n/a|1|14|gamma-rays Co-60|1.5|grays|External exposure|0.19 Gy/min, single exposure|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-7|n/a,n/a|1|14|gamma-rays Co-60|2|grays|External exposure|0.19 Gy/min, single exposure|3 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|3 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-8|n/a,n/a|1|14|gamma-rays Co-60|2|grays|External exposure|0.19 Gy/min, single exposure|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-9|n/a,n/a|1|14|gamma-rays Co-60|2|grays|External exposure|0.19 Gy/min, single exposure|5 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|9 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-10|n/a,n/a|1|14|gamma-rays Co-60|3|grays|External exposure|0.19 Gy/min, single exposure|3 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|3 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-11|n/a,n/a|1|14|gamma-rays Co-60|3|grays|External exposure|0.19 Gy/min, single exposure|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-12|n/a,n/a|1|14|gamma-rays Co-60|3|grays|External exposure|0.19 Gy/min, single exposure|2 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|9 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-13|n/a,n/a|1|14|gamma-rays Co-60|4|grays|External exposure|0.19 Gy/min, single exposure|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-14|n/a,n/a|1|14|gamma-rays Co-60|5|grays|External exposure|0.19 Gy/min, single exposure|2 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|3 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-15|n/a,n/a|1|14|gamma-rays Co-60|5|grays|External exposure|0.19 Gy/min, single exposure|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-16|n/a,n/a|1|14|gamma-rays Co-60|6|grays|External exposure|0.19 Gy/min, single exposure|3 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-17|n/a,n/a|1|14|gamma-rays Co-60|9|grays|External exposure|0.19 Gy/min, single exposure|3 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-18|n/a,n/a|1|14|gamma-rays Co-60|12|grays|External exposure|0.19 Gy/min, single exposure|3 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-19|n/a,n/a|1|14|gamma-rays Co-60|5|grays|External exposure|0.19 Gy/min, single exposure|2 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|9 h p exp.Olfactory bulb apoptosis and cell survival|No information on individuals available for this study
2-18-20|n/a,n/a|1|14|none (controls)|0|grays|External exposure|n/a|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|Hippocampus apoptosis and cell survival|No information on individuals available for this study
2-18-21|n/a,n/a|1|14|gamma-rays Co-60|0.1|grays|External exposure|0.19 Gy/min, single exposure|5 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p. expos., Hippocampus apoptosis and cell survival|No information on individuals available for this study
2-18-22|n/a,n/a|1|14|gamma-rays Co-60|0.25|grays|External exposure|0.19 Gy/min, single exposure|6 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p. expos., Hippocampus apoptosis and cell survival|No information on individuals available for this study
2-18-23|n/a,n/a|1|14|gamma-rays Co-60|0.5|grays|External exposure|0.19 Gy/min, single exposure|5 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p. expos., Hippocampus apoptosis and cell survival|No information on individuals available for this study
2-18-24|n/a,n/a|1|14|gamma-rays Co-60|1|grays|External exposure|0.19 Gy/min, single exposure|5 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Lactation|6 h p. expos., Hippocampus apoptosis and cell survival|No information on individuals available for this study
