Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
16-2-1|n/a,n/a|1|245|ß-rays|16.7|grays|External exposure|Sr-90  source 40 mm 3Gy/min|5 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-2|n/a,n/a|1|245|ß-rays|23.4|grays|External exposure|Sr-90  source 40 mm 3Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-3|n/a,n/a|1|245|ß-rays|26.7|grays|External exposure|Sr-90  source 40 mm 3Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-4|n/a,n/a|1|245|ß-rays|30|grays|External exposure|Sr-90  source 40 mm 3Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-5|n/a,n/a|1|245|ß-rays|33|grays|External exposure|Sr-90  source 40 mm 3Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-6|n/a,n/a|1|245|ß-rays|40|grays|External exposure|Sr-90  source 40 mm 3Gy/min|5 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-7|n/a,n/a|1|245|ß-rays|16.7|grays|External exposure|Sr-90  source 22.5 mm|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-8|n/a,n/a|1|245|ß-rays|23.4|grays|External exposure|Sr-90  source 22.5 mm|29 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-9|n/a,n/a|1|245|ß-rays|26.7|grays|External exposure|Sr-90  source 22.5 mm|50 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-10|n/a,n/a|1|245|ß-rays|33|grays|External exposure|Sr-90  source 22.5 mm|31 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-11|n/a,n/a|1|245|ß-rays|40|grays|External exposure|Sr-90  source 22.5 mm|27 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-12|n/a,n/a|1|245|ß-rays|52|grays|External exposure|Sr-90  source 22.5 mm|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-13|n/a,n/a|1|245|ß-rays|30|grays|External exposure|Sr-90  source 15 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-14|n/a,n/a|1|245|ß-rays|45|grays|External exposure|Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-15|n/a,n/a|1|245|ß-rays|60|grays|External exposure|Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-16|n/a,n/a|1|245|ß-rays|75|grays|External exposure|Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-17|n/a,n/a|1|245|ß-rays|90|grays|External exposure|Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-18|n/a,n/a|1|245|ß-rays|105|grays|External exposure|Sr-90  source 15 mm|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-19|n/a,n/a|1|245|ß-rays|23|grays|External exposure|Sr-90  source 11 mm|6 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-20|n/a,n/a|1|245|ß-rays|33|grays|External exposure|Sr-90  source 11 mm|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-21|n/a,n/a|1|245|ß-rays|44|grays|External exposure|Sr-90  source 11 mm|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-22|n/a,n/a|1|245|ß-rays|66|grays|External exposure|Sr-90  source 11 mm|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-23|n/a,n/a|1|245|ß-rays|99|grays|External exposure|Sr-90  source 11 mm|13 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-24|n/a,n/a|1|245|ß-rays|120|grays|External exposure|Sr-90  source 11 mm|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-25|n/a,n/a|1|245|ß-rays|25|grays|External exposure|Sr-90  source 5 mm|18 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-26|n/a,n/a|1|245|ß-rays|40|grays|External exposure|Sr-90  source 5 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-27|n/a,n/a|1|245|ß-rays|50|grays|External exposure|Sr-90  source 5 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-28|n/a,n/a|1|245|ß-rays|75|grays|External exposure|Sr-90  source 5 mm|28 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-29|n/a,n/a|1|245|ß-rays|100|grays|External exposure|Sr-90  source 5 mm|30 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
