Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-169|1|554|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-170|1|554|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-171|1|554|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-524|1|757|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-541|1|748|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-552|1|723|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-566|1|715|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-570|1|717|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-582|1|713|n/a|n/a|n/a|
1005-43-1|n/a,n/a|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|137-CSCL|31 (31 in ERA)|Dog|Dog, Beagle|Both|Unknown|41AMDPATTERN / UNCERTAIN|1005-43-1-713|1|473|n/a|n/a|n/a|
