Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2001-4-1|n/a,n/a|1|56|none (controls)|0|grays|External exposure|n/a|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|scid mice Lifespan study|No information on individuals available for this study
2001-4-2|n/a,n/a|1|56|gamma-rays whole body|1|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|scid mice Lifespan study|No information on individuals available for this study
2001-4-3|n/a,n/a|1|56|gamma-rays whole body|2|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|scid mice Lifespan study|No information on individuals available for this study
2001-4-4|n/a,n/a|1|56|gamma-rays whole body|3|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|scid mice Lifespan study|No information on individuals available for this study
2001-4-5|n/a,n/a|1|56|none (controls)|0|grays|External exposure|n/a|100 (0 in ERA)|Mouse|Mouse, CB17|Female|Juvenile|CB17 mice Lifespan study|No information on individuals available for this study
2001-4-6|n/a,n/a|1|56|gamma-rays whole body|1|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, CB17|Female|Juvenile|CB17 mice Lifespan study|No information on individuals available for this study
2001-4-7|n/a,n/a|1|56|gamma-rays whole body|2|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, CB17|Female|Juvenile|CB17 mice Lifespan study|No information on individuals available for this study
2001-4-8|n/a,n/a|1|56|gamma-rays whole body|3|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, CB17|Female|Juvenile|CB17 mice Lifespan study|No information on individuals available for this study
2001-4-9|n/a,n/a|1|56|none (controls)|0|grays|External exposure|n/a|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|CB17xscid mice, Lifespan study|No information on individuals available for this study
2001-4-10|n/a,n/a|1|56|gamma-rays whole body|1|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|CB17xscid mice, Lifespan study|No information on individuals available for this study
2001-4-11|n/a,n/a|1|56|gamma-rays whole body|2|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|CB17xscid mice, Lifespan study|No information on individuals available for this study
2001-4-12|n/a,n/a|1|56|gamma-rays whole body|3|grays|External exposure|single exposure|100 (0 in ERA)|Mouse|Mouse, scid and its various hybrides|Female|Juvenile|CB17xscid mice, Lifespan study|No information on individuals available for this study
