Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-9-11|n/a,n/a|1|45|reactor grade Pu-239|37|kilobecquerels per kilogram animal|Inhalation|as citrate|35 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-12|n/a,n/a|1|45|reactor grade Pu-239|33.3|kilobecquerels per kilogram animal|Inhalation|as citrate|25 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-13|n/a,n/a|1|45|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|n/a|98 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-14|n/a,n/a|1|24|reactor grade Pu-239|81.4|kilobecquerels per kilogram animal|Inhalation|as citrate|41 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-15|n/a,n/a|1|24|reactor grade Pu-239|55.5|kilobecquerels per kilogram animal|Inhalation|as citrate|50 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-16|n/a,n/a|1|24|reactor grade Pu-239|33.3|kilobecquerels per kilogram animal|Inhalation|as citrate|50 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-17|n/a,n/a|1|24|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|as citrate|91 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice immediately, 3, 7, 14, 30, 60, 120, 180, 240, 300, 360 days after inhalation|No information on individuals available for this study
19-9-18|n/a,n/a|1|73|reactor grade Pu-239|45.9|kilobecquerels per kilogram animal|Inhalation|as citrate|11 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|post mortem|No information on individuals available for this study
19-9-19|n/a,n/a|1|73|reactor grade Pu-239|34.4|kilobecquerels per kilogram animal|Inhalation|as citrate|48 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|post mortem|No information on individuals available for this study
19-9-20|n/a,n/a|1|73|reactor grade Pu-239|5.96|kilobecquerels per kilogram animal|Inhalation|as citrate|47 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|post mortem|No information on individuals available for this study
19-9-21|n/a,n/a|1|73|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|as citrate|81 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|post mortem|No information on individuals available for this study
19-9-22|n/a,n/a|1|45|reactor grade Pu-239|44.4|kilobecquerels per kilogram animal|Inhalation|as citrate|45 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|post mortem|No information on individuals available for this study
19-9-23|n/a,n/a|1|45|reactor grade Pu-239|36.5|kilobecquerels per kilogram animal|Inhalation|as citrate|44 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|post mortem|No information on individuals available for this study
19-9-24|n/a,n/a|1|45|reactor grade Pu-239|8.18|kilobecquerels per kilogram animal|Inhalation|as citrate|44 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|post mortem|No information on individuals available for this study
19-9-25|n/a,n/a|1|45|reactor grade Pu-239|5.73|kilobecquerels per kilogram animal|Inhalation|as citrate|44 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|post mortem|No information on individuals available for this study
19-9-26|n/a,n/a|1|45|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|as citrate|121 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|post mortem|No information on individuals available for this study
19-9-27|n/a,n/a|1|24|reactor grade Pu-239|44.4|kilobecquerels per kilogram animal|Inhalation|as citrate|56 (0 in ERA)|Rat|Rat Wistar|Female|Infant|post mortem|No information on individuals available for this study
19-9-28|n/a,n/a|1|24|reactor grade Pu-239|34.4|kilobecquerels per kilogram animal|Inhalation|as citrate|56 (0 in ERA)|Rat|Rat Wistar|Female|Infant|post mortem|No information on individuals available for this study
19-9-29|n/a,n/a|1|24|reactor grade Pu-239|9.25|kilobecquerels per kilogram animal|Inhalation|as citrate|56 (0 in ERA)|Rat|Rat Wistar|Female|Infant|post mortem|No information on individuals available for this study
19-9-30|n/a,n/a|1|24|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|as citrate|45 (0 in ERA)|Rat|Rat Wistar|Female|Infant|post mortem|No information on individuals available for this study
