"o","l"
5.18,0.0660981080871654
5.19,0.0659704641042948
5.2,0.0658433855598708
5.21,0.0657168690273253
5.22,0.0655909111057363
5.23,0.0654655084195847
5.24,0.0653406576185062
5.25,0.0652163553771342
5.26,0.0650925983947892
5.27,0.0649693833953631
5.28,0.0648467071270868
5.29,0.0647245663622332
5.3,0.0646029578970661
5.31,0.0644818785514376
5.32,0.064361325168784
5.33,0.0642412946157864
5.34,0.0641217837822235
5.35,0.0640027895807317
5.36,0.0638843089467052
5.37,0.0637663388379651
5.38,0.0636488762346993
5.39,0.0635319181391864
5.4,0.0634154615756306
5.41,0.0632995035899829
5.42,0.0631840412497365
5.43,0.0630690716437732
5.44,0.0629545918821401
5.45,0.0628405990959075
5.46,0.0627270904369914
5.47,0.0626140630779359
5.48,0.0625015142117894
5.49,0.0623894410518547
5.5,0.0622778408316465
5.51,0.0621667108045736
5.52,0.0620560482438714
5.53,0.0619458504424007
5.54,0.061836114712498
5.55,0.0617268383857633
5.56,0.0616180188129704
5.57,0.0615096533638503
5.58,0.0614017394269549
5.59,0.0612942744095074
5.6,0.0611872557371981
5.61,0.0610806808541216
5.62,0.0609745472225271
5.63,0.0608688523227094
5.64,0.0607635936528664
5.65,0.0606587687289507
5.66,0.0605543750845026
5.67,0.0604504102704977
5.68,0.0603468718552236
5.69,0.0602437574241643
5.7,0.0601410645797703
5.71,0.0600387909414272
5.72,0.0599369341452013
5.73,0.0598354918437905
5.74,0.0597344617063743
5.75,0.0596338414184445
5.76,0.0595336286816716
5.77,0.0594338212138057
5.78,0.059334416748525
5.79,0.0592354130353187
5.8,0.0591368078393106
5.81,0.0590385989411922
5.82,0.0589407841370749
5.83,0.0588433612383314
5.84,0.0587463280715242
5.85,0.0586496824782288
5.86,0.0585534223149847
5.87,0.0584575454530542
5.88,0.0583620497784417
5.89,0.058266933191688
5.9,0.0581721936077528
5.91,0.0580778289559497
5.92,0.0579838371797646
5.93,0.0578902162367934
5.94,0.0577969640986144
5.95,0.0577040787506626
5.96,0.0576115581921038
5.97,0.0575194004358097
5.98,0.0574276035080959
5.99,0.0573361654487907
6,0.057245084310956
