"o","l"
3.93,0.0255994542281044
3.94,0.0255029503059082
3.95,0.0254072018741437
3.96,0.0253122008298383
3.97,0.0252179391784872
3.98,0.0251244090323303
3.99,0.0250316026086621
4,0.024939512228171
4.01,0.0248481303133092
4.02,0.0247574493866919
4.03,0.0246674620695262
4.04,0.0245781610800668
4.05,0.0244895392321016
4.06,0.0244015894334624
4.07,0.0243143046845638
4.08,0.0242276780769668
4.09,0.02414170279197
4.1,0.0240563720992239
4.11,0.0239716793553703
4.12,0.0238876180027069
4.13,0.023804181567874
4.14,0.0237213636605653
4.15,0.0236391579722609
4.16,0.0235575582749833
4.17,0.0234765584200737
4.18,0.0233961523369913
4.19,0.0233163340321323
4.2,0.023237097587671
4.21,0.0231584371604184
4.22,0.0230803469807036
4.23,0.0230028213512722
4.24,0.0229258546462052
4.25,0.0228494413098552
4.26,0.0227735758558023
4.27,0.0226982528658265
4.28,0.0226234669888984
4.29,0.0225492129401878
4.3,0.0224754855000869
4.31,0.0224022795132528
4.32,0.0223295898876647
4.33,0.0222574115936968
4.34,0.0221857396632079
4.35,0.0221145691886457
4.36,0.0220438953221661
4.37,0.0219737132747673
4.38,0.0219040183154389
4.39,0.0218348057703242
4.4,0.0217660710218973
4.41,0.0216978095081535
4.42,0.0216300167218138
4.43,0.0215626882095408
4.44,0.0214958195711694
4.45,0.02142940645895
4.46,0.0213634445768025
4.47,0.0212979296795845
4.48,0.0212328575723703
4.49,0.021168224109742
4.5,0.0211040251950924
4.51,0.0210402567799388
4.52,0.0209769148632481
4.53,0.0209139954907731
4.54,0.020851494754399
4.55,0.0207894087915012
4.56,0.0207277337843123
4.57,0.0206664659593005
4.58,0.0206056015865571
4.59,0.0205451369791943
4.6,0.0204850684927522
4.61,0.0204253925246154
4.62,0.0203661055134393
4.63,0.0203072039385846
4.64,0.0202486843195615
4.65,0.0201905432154826
4.66,0.0201327772245238
4.67,0.0200753829833946
4.68,0.0200183571668161
4.69,0.0199616964870071
4.7,0.0199053976931789
4.71,0.0198494575710368
4.72,0.0197938729422909
4.73,0.0197386406641733
4.74,0.0196837576289631
4.75,0.0196292207635188
4.76,0.0195750270288184
4.77,0.0195211734195054
4.78,0.019467656963443
4.79,0.0194144747212747
4.8,0.0193616237859912
4.81,0.0193091012825043
4.82,0.0192569043672279
4.83,0.0192050302276636
4.84,0.0191534760819952
4.85,0.0191022391786867
4.86,0.0190513167960882
4.87,0.0190007062420469
4.88,0.018950404853524
4.89,0.0189004099962184
4.9,0.018850719064194
4.91,0.0188013294795145
4.92,0.018752238691883
4.93,0.0187034441782865
4.94,0.0186549434426463
4.95,0.0186067340154734
4.96,0.0185588134535291
4.97,0.0185111793394903
4.98,0.0184638292816199
4.99,0.0184167609134427
5,0.0183699718934248
5.01,0.0183234599046587
5.02,0.0182772226545528
5.03,0.0182312578745251
5.04,0.0181855633197018
5.05,0.0181401367686202
5.06,0.0180949760229355
5.07,0.0180500789071323
5.08,0.0180054432682406
5.09,0.0179610669755549
5.1,0.0179169479203578
5.11,0.0178730840156484
5.12,0.0178294731958736
5.13,0.0177861134166627
5.14,0.0177430026545681
5.15,0.0177001389068074
5.16,0.0176575201910097
5.17,0.017615144544967
5.18,0.0175730100263865
5.19,0.0175311147126491
5.2,0.0174894567005696
5.21,0.0174480341061605
5.22,0.0174068450643999
5.23,0.017365887729002
5.24,0.0173251602721907
5.25,0.0172846608844773
5.26,0.0172443877744399
5.27,0.0172043391685073
5.28,0.0171645133107449
5.29,0.017124908462644
5.3,0.0170855229029142
5.31,0.017046354927278
5.32,0.0170074028482688
5.33,0.0169686649950323
5.34,0.0169301397131286
5.35,0.0168918253643394
5.36,0.0168537203264763
5.37,0.0168158229931922
5.38,0.0167781317737955
5.39,0.0167406450930663
