"o","l"
1.42,0.179534557338372
1.43,0.176413079127354
1.44,0.173362333583702
1.45,0.170380497192185
1.46,0.16746579490675
1.47,0.164616499040106
1.48,0.161830928157985
1.49,0.159107445980165
1.5,0.156444460290352
1.51,0.153840421856655
1.52,0.151293823364205
1.53,0.148803198361298
1.54,0.146367120220289
1.55,0.14398420111407
1.56,0.141653091009246
1.57,0.139372476676516
1.58,0.137141080719044
1.59,0.134957660619174
1.6,0.132821007803979
1.61,0.130729946729926
1.62,0.128683333986851
1.63,0.126680057421425
1.64,0.124719035280198
1.65,0.122799215372232
1.66,0.120919574251269
1.67,0.119079116417478
1.68,0.117276873538468
1.69,0.115511903689585
1.7,0.113783290613251
1.71,0.11209014299709
1.72,0.110431593770665
1.73,0.108806799420531
1.74,0.107214939323311
1.75,0.10565521509655
1.76,0.104126849966977
1.77,0.102629088155897
1.78,0.101161194281388
1.79,0.0997224527769186
1.8,0.0983121673260929
1.81,0.0969296603131562
1.82,0.0955742722889289
1.83,0.0942453614517734
1.84,0.0929423031433099
1.85,0.0916644893584738
1.86,0.0904113282695832
1.87,0.0891822437640969
1.88,0.0879766749956964
1.89,0.0867940759482968
1.9,0.0856339150127697
1.91,0.0844956745759636
1.92,0.0833788506216769
1.93,0.0822829523433262
1.94,0.0812075017679709
1.95,0.0801520333913149
1.96,0.0791160938235055
1.97,0.0780992414453263
1.98,0.0771010460745209
1.99,0.0761210886419881
2,0.075158960877513
2.01,0.0742142650048242
2.02,0.0732866134456487
2.03,0.0723756285325351
2.04,0.0714809422301948
2.05,0.0706021958650777
2.06,0.0697390398629911
2.07,0.0688911334944509
2.08,0.0680581446276284
2.09,0.067239749488592
2.1,0.0664356324286391
2.11,0.0656454856985533
2.12,0.0648690092295117
2.13,0.0641059104204956
2.14,0.0633559039319821
2.15,0.0626187114857225
2.16,0.0618940616704446
2.17,0.0611816897532879
2.18,0.0604813374967894
2.19,0.0597927529812812
2.2,0.0591156904324699
2.21,0.0584499100541411
2.22,0.0577951778657205
2.23,0.057151265544652
2.24,0.0565179502733361
2.25,0.0558950145905939
2.26,0.0552822462474431
2.27,0.0546794380670869
2.28,0.0540863878089935
2.29,0.0535028980369026
2.3,0.0529287759906974
2.31,0.0523638334619693
2.32,0.0518078866731861
2.33,0.0512607561603844
2.34,0.0507222666591895
2.35,0.0501922469941734
2.36,0.049670529971378
2.37,0.0491569522738918
2.38,0.0486513543604764
2.39,0.0481535803670492
2.4,0.0476634780109887
2.41,0.0471808984981791
2.42,0.0467056964326883
2.43,0.0462377297290124
2.44,0.0457768595268003
2.45,0.0453229501080034
2.46,0.0448758688163607
2.47,0.044435485979126
2.48,0.0440016748310405
2.49,0.0435743114404002
2.5,0.0431532746372037
2.51,0.0427384459433152
2.52,0.0423297095045633
2.53,0.0419269520247381
2.54,0.0415300627014015
2.55,0.0411389331635072
2.56,0.0407534574107073
2.57,0.0403735317543555
2.58,0.0399990547601369
2.59,0.0396299271922447
2.6,0.0392660519591262
2.61,0.0389073340606699
2.62,0.0385536805368618
2.63,0.0382050004178282
2.64,0.0378612046752295
2.65,0.0375222061749786
2.66,0.0371879196312319
2.67,0.0368582615616211
2.68,0.0365331502436852
2.69,0.0362125056724795
2.7,0.0358962495193094
2.71,0.0355843050915753
2.72,0.0352765972936776
2.73,0.034973052588965
2.74,0.0346735989627
2.75,0.0343781658859804
2.76,0.0340866842806372
2.77,0.0337990864850481
2.78,0.0335153062208405
2.79,0.0332352785604759
2.8,0.0329589398956782
2.81,0.0326862279066834
2.82,0.0324170815322913
2.83,0.0321514409406981
2.84,0.0318892475010603
2.85,0.0316304437558351
2.86,0.0313749733937946
2.87,0.0311227812237405
2.88,0.0308738131489149
2.89,0.0306280161420401
2.9,0.0303853382209933
2.91,0.0301457284251338
2.92,0.0299091367921832
2.93,0.0296755143357275
2.94,0.0294448130232688
2.95,0.029216985754836
2.96,0.0289919863421309
2.97,0.0287697694881991
2.98,0.0285502907675982
2.99,0.0283335066070823
3,0.0281193742667451
3.01,0.0279078518216394
3.02,0.0276988981438533
3.03,0.027492472885029
3.04,0.0272885364592999
3.05,0.0270870500266677
3.06,0.026887975476772
3.07,0.0266912754130536
3.08,0.0264969131373193
3.09,0.0263048526346638
3.1,0.0261150585587743
3.11,0.0259274962175759
3.12,0.0257421315592345
3.13,0.0255589311584864
3.14,0.0253778622033079
3.15,0.0251988924818939
3.16,0.025021990369956
3.17,0.0248471248183077
3.18,0.0246742653407675
3.19,0.0245033820023339
3.2,0.0243344454076429
3.21,0.0241674266896954
3.22,0.0240022974988505
3.23,0.023839029992091
3.24,0.0236775968225168
3.25,0.0235179711290989
3.26,0.0233601265266682
3.27,0.0232040370961383
3.28,0.0230496773749541
3.29,0.0228970223477589
3.3,0.0227460474372812
3.31,0.0225967284954269
3.32,0.0224490417945778
3.33,0.0223029640190929
3.34,0.0221584722569967
3.35,0.0220155439918588
3.36,0.0218741570948664
3.37,0.0217342898170608
3.38,0.0215959207817636
3.39,0.0214590289771731
3.4,0.0213235937491092
3.41,0.0211895947939447
3.42,0.0210570121516847
3.43,0.0209258261991957
3.44,0.0207960176435889
3.45,0.0206675675157631
3.46,0.0205404571640643
3.47,0.020414668248111
3.48,0.0202901827327407
3.49,0.020166982882098
3.5,0.0200450512538455
3.51,0.0199243706935043
3.52,0.0198049243289199
3.53,0.0196866955648486
3.54,0.0195696680776559
3.55,0.0194538258101395
3.56,0.0193391529664526
3.57,0.0192256340071483
3.58,0.0191132536443227
3.59,0.0190019968368645
3.6,0.018891848785809
3.61,0.0187827949297842
3.62,0.0186748209405659
3.63,0.0185679127187157
3.64,0.018462056389313
3.65,0.018357238297787
3.66,0.0182534450058263
3.67,0.018150663287378
3.68,0.0180488801247324
3.69,0.0179480827046888
3.7,0.0178482584147957
3.71,0.017749394839684
3.72,0.0176514797574616
3.73,0.0175545011361862
3.74,0.0174584471304208
3.75,0.0173633060778444
3.76,0.0172690664959472
3.77,0.0171757170787858
3.78,0.0170832466938064
3.79,0.0169916443787298
3.8,0.0169008993385141
3.81,0.0168110009423544
3.82,0.0167219387207681
3.83,0.0166337023627254
3.84,0.0165462817128389
3.85,0.0164596667686187
3.86,0.0163738476777658
3.87,0.0162888147355413
3.88,0.0162045583821697
3.89,0.0161210692003033
3.9,0.0160383379125379
3.91,0.0159563553789738
3.92,0.0158751125948229
3.93,0.015794600688074
3.94,0.0157148109171922
3.95,0.0156357346688708
3.96,0.0155573634558227
3.97,0.0154796889146232
3.98,0.0154027028035806
3.99,0.0153263970006661
4,0.0152507635014682
4.01,0.015175794417198
4.02,0.0151014819727258
4.03,0.0150278185046642
4.04,0.0149547964594728
4.05,0.0148824083916187
4.06,0.0148106469617572
4.07,0.0147395049349571
4.08,0.0146689751789517
4.09,0.0145990506624312
4.1,0.0145297244533587
4.11,0.0144609897173282
4.12,0.0143928397159457
4.13,0.0143252678052461
4.14,0.0142582674341333
4.15,0.014191832142858
4.16,0.0141259555615196
4.17,0.0140606314085947
4.18,0.0139958534894969
4.19,0.0139316156951603
4.2,0.0138679120006502
4.21,0.0138047364638006
4.22,0.0137420832238778
4.23,0.0136799465002662
4.24,0.0136183205911749
4.25,0.0135571998723798
4.26,0.0134965787959774
4.27,0.0134364518891654
4.28,0.0133768137530461
4.29,0.0133176590614503
4.3,0.0132589825597873
4.31,0.013200779063905
4.32,0.0131430434589848
4.33,0.0130857706984438
4.34,0.0130289558028645
4.35,0.0129725938589419
4.36,0.012916680018447
4.37,0.012861209497213
4.38,0.0128061775741344
4.39,0.0127515795901929
4.4,0.0126974109474872
4.41,0.0126436671082926
4.42,0.0125903435941322
4.43,0.0125374359848612
4.44,0.0124849399177738
4.45,0.0124328510867205
4.46,0.0123811652412457
4.47,0.0123298781857347
4.48,0.0122789857785813
4.49,0.0122284839313665
4.5,0.0121783686080505
4.51,0.0121286358241821
4.52,0.0120792816461222
4.53,0.0120303021902746
4.54,0.0119816936223374
4.55,0.011933452156563
4.56,0.0118855740550309
4.57,0.0118380556269382
4.58,0.0117908932278902
4.59,0.0117440832592201
4.6,0.011697622167304
4.61,0.0116515064428984
4.62,0.0116057326204845
4.63,0.011560297277624
4.64,0.0115151970343239
4.65,0.0114704285524206
4.66,0.0114259885349597
4.67,0.0113818737256011
4.68,0.0113380809080236
4.69,0.0112946069053452
4.7,0.0112514485795501
4.71,0.011208602830927
4.72,0.0111660665975154
4.73,0.0111238368545618
4.74,0.0110819106139856
4.75,0.0110402849238514
4.76,0.0109989568678528
4.77,0.0109579235648042
4.78,0.0109171821681385
4.79,0.0108767298654147
4.8,0.0108365638778352
4.81,0.0107966814597684
4.82,0.0107570798982796
4.83,0.0107177565126705
4.84,0.0106787086540252
4.85,0.0106399337047654
4.86,0.0106014290782084
4.87,0.010563192218137
4.88,0.0105252205983756
4.89,0.0104875117223686
4.9,0.0104500631227716
4.91,0.0104128723610457
4.92,0.0103759370270589
4.93,0.0103392547386928
4.94,0.0103028231414588
4.95,0.010266639908117
4.96,0.010230702738301
4.97,0.0101950093581521
4.98,0.0101595575199568
4.99,0.0101243450017904
5,0.0100893696071631
5.01,0.0100546291646797
5.02,0.010020121527696
5.03,0.00998584457398502
5.04,0.00995179620540683
5.05,0.00991797434758759
5.06,0.00988437694959335
5.07,0.00985100198362396
5.08,0.00981784744469694
5.09,0.00978491135034494
5.1,0.0097521917403176
5.11,0.00971968667628172
5.12,0.00968739424153592
5.13,0.00965531254071773
5.14,0.00962343969952697
5.15,0.00959177386444511
5.16,0.00956031320246106
5.17,0.0095290559008034
5.18,0.00949800016667479
5.19,0.0094671442269892
5.2,0.00943648632811547
5.21,0.00940602473562442
5.22,0.00937575773403619
5.23,0.00934568362657776
5.24,0.00931580073493893
5.25,0.00928610739903251
5.26,0.00925660197676163
5.27,0.00922728284378502
5.28,0.00919814839329251
5.29,0.00916919703577493
5.3,0.00914042719880908
5.31,0.00911183732683397
5.32,0.00908342588093817
5.33,0.00905519133864741
5.34,0.00902713219371598
5.35,0.00899924695592148
5.36,0.00897153415086072
5.37,0.00894399231975054
5.38,0.00891662001923293
5.39,0.00888941582117673
5.4,0.00886237831249159
5.41,0.00883550609493349
5.42,0.00880879778492646
5.43,0.00878225201337164
5.44,0.00875586742547477
5.45,0.00872964268056048
5.46,0.00870357645190386
5.47,0.00867766742655432
5.48,0.00865191430516433
5.49,0.0086263158018244
5.5,0.00860087064389685
5.51,0.00857557757185034
5.52,0.00855043533910318
5.53,0.00852544271186051
5.54,0.00850059846896186
5.55,0.00847590140172372
5.56,0.00845135031379029
5.57,0.0084269440209825
5.58,0.00840268135114985
5.59,0.00837856114402722
5.6,0.00835458225108722
5.61,0.00833074353540227
5.62,0.00830704387150279
5.63,0.00828348214524342
5.64,0.0082600572536604
5.65,0.00823676810484296
5.66,0.00821361361780155
5.67,0.00819059272233444
5.68,0.00816770435890144
5.69,0.00814494747849717
5.7,0.00812232104252521
5.71,0.00809982402267561
5.72,0.00807745540080359
5.73,0.00805521416880925
5.74,0.00803309932851938
5.75,0.0080111098915716
5.76,0.00798924487929801
5.77,0.00796750332261248
5.78,0.00794588426189933
5.79,0.00792438674690181
5.8,0.00790300983661363
5.81,0.00788175259917203
5.82,0.00786061411174974
5.83,0.00783959346045438
5.84,0.00781868974022036
5.85,0.00779790205471153
5.86,0.0077772295162168
5.87,0.00775667124555371
5.88,0.0077362263719706
5.89,0.00771589403304812
5.9,0.00769567337460518
5.91,0.00767556355060636
5.92,0.00765556372306559
5.93,0.00763567306195913
5.94,0.00761589074513127
5.95,0.00759621595820788
5.96,0.0075766478945071
5.97,0.00755718575495262
5.98,0.00753782874798853
5.99,0.00751857608949532
6,0.0074994270027046
