Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-24|1|344|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-25|1|344|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-26|1|344|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-27|1|367|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-28|1|376|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-29|1|383|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-30|1|390|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-31|1|402|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-32|1|407|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-33|1|414|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-34|1|414|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-35|1|416|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-36|1|421|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-37|1|431|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-38|1|435|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-39|1|445|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-40|1|456|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-41|1|484|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-42|1|485|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-43|1|500|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-44|1|513|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-45|1|513|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-46|1|514|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-47|1|519|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-48|1|522|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-49|1|549|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-50|1|579|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-51|1|591|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-52|1|603|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-53|1|605|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-54|1|611|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-55|1|612|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-56|1|612|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-57|1|612|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-58|1|612|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-59|1|612|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-60|1|662|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-61|1|688|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-62|1|705|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-63|1|712|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-64|1|733|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-65|1|740|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-66|1|779|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-67|1|815|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-68|1|820|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-69|1|848|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-70|1|857|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-71|1|862|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-72|1|874|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-73|1|896|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-74|1|922|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-75|1|984|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-76|1|1015|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-77|1|1019|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-78|1|1037|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-79|1|1044|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-80|1|1058|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-81|1|1059|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-82|1|1060|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-83|1|1060|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-84|1|1060|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-85|1|1082|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-86|1|1093|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-87|1|1118|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-88|1|1128|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-89|1|1132|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-90|1|1142|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-91|1|1143|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-92|1|1149|n/a|n/a|n/a|
1003-27-1|n/a,VO|1| 100|shamexposed|0|grays|External exposure| code V0 24 fractions 45 m 1/w|245 (245 in ERA)|Mouse|Mouse, white-footed field (Peromyscus leucopus)|Male|Juvenile|211 records survival 1255 ± 35 lifespan study|1003-27-1-93|1|1150|n/a|n/a|n/a|
