Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
16-3-89|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:135,Unit:grays,Application:External exposure, Remarks: 14 x2 F /4h Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-90|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:32.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-91|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:35.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-92|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:38.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-93|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:41.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-94|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:44.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-95|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:47.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /8h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-96|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:38,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-97|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:41,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|23 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-98|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:44,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|23 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-99|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:47,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|19 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-100|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|19 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-101|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:53,Unit:grays,Application:External exposure, Remarks: 14 x2 F /17h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|19 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-102|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:32.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-103|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:37.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-104|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:42.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-105|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:47.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-106|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:52.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-107|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:57.5,Unit:grays,Application:External exposure, Remarks: 14 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-108|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:41,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-109|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:43.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-110|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:46,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|0 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-111|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:48.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|9 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-112|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:51,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-113|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:53.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /1h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-114|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:41,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-115|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:43.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-116|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:46,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-117|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:48.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-118|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:51,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
16-3-119|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:53.5,Unit:grays,Application:External exposure, Remarks: 7 x2 F /2h + TU 17Gy Sr90 source 22.5 mm 3 Gy/min|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|erythema and moist desquamation scored over 9 weeks|No information on individuals available for this study
		
